               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,             0.01661,            0.010139,            0.012998,             0.77364,               0.809,             0.88062,             0.79485,            0.015044,           0.0053787,            0.011733,           0.0056413,           0.0056413,           0.0056413
                 100,            0.016811,            0.009988,            0.011527,             0.85629,             0.75587,             0.87557,             0.79653,            0.015613,           0.0055393,           0.0062882,           0.0055707,           0.0055707,           0.0055707
                 101,            0.017227,           0.0098112,            0.011748,             0.78683,              0.8634,             0.90037,             0.81232,            0.014938,           0.0049934,           0.0072357,              0.0055,              0.0055,              0.0055
                 102,            0.017455,           0.0095364,            0.012074,             0.81005,             0.83025,             0.91143,             0.82744,            0.015598,           0.0051468,           0.0049996,           0.0054293,           0.0054293,           0.0054293
                 103,            0.019481,            0.010182,            0.011196,             0.78835,             0.87479,             0.90923,             0.82907,            0.016125,           0.0053462,           0.0037481,           0.0053587,           0.0053587,           0.0053587
                 104,            0.017018,           0.0096739,            0.011453,             0.89042,             0.74562,             0.89897,             0.81645,            0.015113,           0.0051703,           0.0044179,            0.005288,            0.005288,            0.005288
                 105,            0.016858,            0.010044,            0.010897,             0.75245,             0.88481,             0.89822,             0.81153,            0.014655,            0.005255,           0.0051417,           0.0052174,           0.0052174,           0.0052174
                 106,            0.018098,            0.010268,            0.011088,             0.75961,             0.83795,             0.88797,             0.79223,            0.015202,           0.0048478,           0.0084725,           0.0051469,           0.0051469,           0.0051469
                 107,            0.016445,           0.0099655,            0.010526,             0.79835,             0.82497,             0.90915,             0.82116,            0.014901,           0.0050364,           0.0062455,           0.0050765,           0.0050765,           0.0050765
                 108,             0.01553,           0.0092559,            0.013785,             0.85129,             0.82959,             0.91435,              0.8281,            0.014224,           0.0049502,           0.0037796,           0.0050062,           0.0050062,           0.0050062
                 109,            0.015008,            0.009465,            0.012171,             0.84822,             0.83745,             0.91685,             0.82905,            0.014831,           0.0047428,           0.0043079,            0.004936,            0.004936,            0.004936
                 110,            0.017314,           0.0097891,           0.0099697,             0.82559,             0.87137,             0.89516,              0.8182,            0.014514,           0.0046712,           0.0054707,           0.0048659,           0.0048659,           0.0048659
                 111,             0.01623,           0.0097171,            0.012545,             0.80537,              0.8546,             0.89955,             0.82017,            0.015741,           0.0048176,           0.0065264,            0.004796,            0.004796,            0.004796
                 112,            0.017359,           0.0094174,            0.012782,             0.82968,             0.80303,             0.90859,             0.82826,            0.015517,           0.0055792,           0.0056188,           0.0047263,           0.0047263,           0.0047263
                 113,             0.01623,            0.010349,             0.01184,             0.83917,              0.7596,              0.8986,             0.81096,            0.014329,           0.0049327,            0.013047,           0.0046568,           0.0046568,           0.0046568
                 114,            0.015039,           0.0088318,            0.011297,             0.85073,             0.86467,             0.92141,             0.83183,            0.014253,           0.0046616,           0.0095258,           0.0045875,           0.0045875,           0.0045875
                 115,            0.015885,           0.0090413,            0.011078,             0.84067,             0.86102,             0.91658,             0.82691,            0.014254,           0.0045852,             0.01001,           0.0045184,           0.0045184,           0.0045184
                 116,            0.016231,           0.0092961,           0.0099038,             0.80466,             0.86376,             0.90297,             0.81522,            0.014078,           0.0046397,           0.0046295,           0.0044495,           0.0044495,           0.0044495
                 117,            0.016211,           0.0099764,           0.0096069,             0.87754,             0.82047,             0.92125,             0.84285,            0.013408,           0.0046185,           0.0051382,           0.0043809,           0.0043809,           0.0043809
                 118,             0.01563,            0.009183,            0.010844,             0.79367,             0.87371,             0.91407,             0.83615,              0.0139,           0.0047425,           0.0068182,           0.0043126,           0.0043126,           0.0043126
                 119,            0.015882,           0.0092763,             0.01062,             0.81135,             0.90812,             0.92908,             0.84983,            0.014532,           0.0050631,           0.0075905,           0.0042445,           0.0042445,           0.0042445
                 120,            0.014892,           0.0095654,           0.0092131,             0.86667,             0.84608,             0.92834,             0.85293,            0.014965,           0.0048466,           0.0059748,           0.0041768,           0.0041768,           0.0041768
                 121,            0.016893,           0.0095684,            0.010297,              0.8087,             0.86996,             0.91977,             0.84007,            0.014816,            0.005081,           0.0036366,           0.0041094,           0.0041094,           0.0041094
                 122,            0.015213,           0.0095672,            0.008203,             0.84247,             0.84257,              0.9165,               0.836,            0.014112,           0.0049074,            0.003996,           0.0040424,           0.0040424,           0.0040424
                 123,            0.015889,           0.0089891,            0.011028,             0.86113,              0.8664,             0.93201,             0.85677,            0.013324,           0.0050207,           0.0041915,           0.0039757,           0.0039757,           0.0039757
                 124,            0.015525,           0.0095449,           0.0085762,             0.80603,             0.88706,             0.92284,             0.84889,            0.013367,           0.0049813,            0.005753,           0.0039094,           0.0039094,           0.0039094
                 125,            0.015558,           0.0088828,           0.0088582,             0.80857,             0.87102,             0.91621,             0.84185,            0.013992,           0.0050413,           0.0071575,           0.0038434,           0.0038434,           0.0038434
                 126,            0.014952,           0.0089874,           0.0086018,             0.82023,             0.82772,             0.90323,             0.83025,            0.013419,           0.0048979,           0.0071239,           0.0037779,           0.0037779,           0.0037779
                 127,            0.015425,           0.0094938,           0.0088356,             0.89297,             0.79544,             0.90604,              0.8238,            0.013864,            0.005099,           0.0054549,           0.0037128,           0.0037128,           0.0037128
                 128,            0.015634,           0.0090066,           0.0092903,             0.89707,             0.83972,              0.9303,              0.8463,            0.013847,           0.0049677,           0.0033478,           0.0036482,           0.0036482,           0.0036482
                 129,            0.013558,           0.0090935,             0.01172,             0.88915,             0.84712,             0.92988,             0.85222,            0.014756,           0.0049913,           0.0040784,            0.003584,            0.003584,            0.003584
                 130,            0.015762,           0.0090293,            0.010961,             0.90698,             0.76902,             0.91845,             0.83823,            0.013659,           0.0048113,           0.0045902,           0.0035203,           0.0035203,           0.0035203
                 131,            0.015914,           0.0096124,           0.0090133,             0.78972,             0.88393,              0.9169,              0.8379,            0.013182,           0.0047231,           0.0053267,            0.003457,            0.003457,            0.003457
                 132,            0.012725,           0.0090436,           0.0083005,             0.86199,             0.80352,             0.91327,             0.83743,            0.013143,           0.0046403,           0.0090657,           0.0033943,           0.0033943,           0.0033943
                 133,            0.013176,           0.0091764,            0.009079,             0.84012,             0.89635,             0.92462,             0.85107,            0.013594,           0.0046102,           0.0043315,           0.0033321,           0.0033321,           0.0033321
                 134,            0.014303,           0.0089361,            0.007574,             0.80849,             0.86907,             0.91651,             0.85001,            0.013917,           0.0046589,            0.010223,           0.0032704,           0.0032704,           0.0032704
                 135,            0.013488,           0.0083886,            0.008867,             0.85451,             0.83917,             0.92465,             0.85692,            0.013169,           0.0045405,           0.0035259,           0.0032093,           0.0032093,           0.0032093
                 136,            0.014353,           0.0087609,           0.0080314,             0.81042,             0.87907,             0.92061,             0.85049,            0.013267,           0.0046356,           0.0040336,           0.0031488,           0.0031488,           0.0031488
                 137,            0.014759,           0.0089464,           0.0072838,             0.84739,             0.84418,             0.92076,             0.85294,               0.014,           0.0046999,           0.0053584,           0.0030888,           0.0030888,           0.0030888
                 138,            0.014711,           0.0088557,           0.0083892,             0.83793,             0.87638,             0.92393,             0.85603,              0.0138,           0.0047694,           0.0060327,           0.0030294,           0.0030294,           0.0030294
                 139,            0.015091,           0.0091902,           0.0091167,             0.81748,             0.89436,             0.93272,             0.86546,            0.013893,           0.0046808,           0.0027156,           0.0029706,           0.0029706,           0.0029706
                 140,            0.014083,           0.0089002,           0.0091772,             0.88475,             0.84151,             0.92729,             0.85615,            0.013841,           0.0046547,           0.0032729,           0.0029125,           0.0029125,           0.0029125
                 141,            0.013483,           0.0090461,           0.0077131,             0.83231,             0.84128,             0.92626,             0.85464,            0.013657,           0.0046635,           0.0072362,            0.002855,            0.002855,            0.002855
                 142,            0.013979,           0.0089433,           0.0081297,              0.8504,             0.84451,             0.92989,             0.85492,            0.013594,           0.0046411,            0.010203,           0.0027981,           0.0027981,           0.0027981
                 143,            0.014339,           0.0084229,           0.0080703,             0.86859,             0.84268,             0.91663,             0.84723,            0.013928,           0.0046709,           0.0062083,           0.0027419,           0.0027419,           0.0027419
                 144,            0.012904,           0.0088031,           0.0069312,             0.86896,             0.85252,             0.92882,             0.86031,            0.013544,           0.0045944,           0.0035077,           0.0026864,           0.0026864,           0.0026864
                 145,            0.014635,           0.0085287,           0.0064021,              0.8394,             0.88507,             0.93254,             0.86002,            0.013724,           0.0045828,           0.0031499,           0.0026316,           0.0026316,           0.0026316
                 146,            0.014382,           0.0084904,           0.0070244,              0.8757,             0.83362,             0.93099,             0.85937,            0.013912,           0.0045679,           0.0034323,           0.0025775,           0.0025775,           0.0025775
                 147,            0.014888,           0.0087854,           0.0091373,             0.84095,             0.86679,             0.93373,             0.86134,            0.014066,           0.0047274,           0.0039172,           0.0025241,           0.0025241,           0.0025241
                 148,            0.014564,           0.0085426,           0.0080678,             0.86802,             0.87032,               0.936,             0.86691,            0.014761,           0.0048396,           0.0028611,           0.0024714,           0.0024714,           0.0024714
                 149,            0.012872,           0.0086011,            0.008283,             0.83381,             0.89216,             0.93761,             0.86943,            0.014266,           0.0047751,           0.0037076,           0.0024195,           0.0024195,           0.0024195
                 150,            0.013432,           0.0088773,           0.0091552,             0.84112,             0.88488,             0.93735,             0.86525,            0.013882,           0.0048463,           0.0044485,           0.0023684,           0.0023684,           0.0023684
                 151,            0.011685,           0.0081935,           0.0092948,             0.85337,             0.89652,             0.93683,             0.86932,            0.013698,           0.0048822,           0.0040247,            0.002318,            0.002318,            0.002318
                 152,              0.0137,           0.0090395,           0.0086521,             0.78054,             0.90932,             0.93108,             0.86722,            0.013829,           0.0049183,           0.0093296,           0.0022684,           0.0022684,           0.0022684
                 153,             0.01269,           0.0085762,           0.0086807,              0.8569,             0.88592,             0.93684,             0.86322,            0.013812,           0.0049324,           0.0045623,           0.0022196,           0.0022196,           0.0022196
                 154,            0.013611,           0.0083038,           0.0074067,             0.84647,             0.90903,              0.9406,             0.86468,            0.013666,           0.0049572,           0.0050678,           0.0021717,           0.0021717,           0.0021717
                 155,            0.013017,           0.0083736,           0.0075703,             0.84087,             0.85162,             0.92541,             0.85239,            0.013997,           0.0050481,            0.011424,           0.0021245,           0.0021245,           0.0021245
                 156,            0.012612,            0.008387,            0.007617,             0.85102,             0.84854,              0.9187,             0.85098,             0.01379,           0.0050979,           0.0095222,           0.0020782,           0.0020782,           0.0020782
                 157,            0.012883,           0.0084761,           0.0086058,             0.86135,             0.86684,             0.92679,             0.85484,            0.013546,           0.0049967,           0.0062856,           0.0020327,           0.0020327,           0.0020327
                 158,            0.013656,           0.0080778,           0.0087465,             0.80681,             0.91262,             0.93268,             0.86294,            0.013558,            0.004756,            0.009887,           0.0019881,           0.0019881,           0.0019881
                 159,            0.013515,           0.0087548,           0.0073726,             0.85926,             0.87279,             0.94188,             0.87494,             0.01357,           0.0046998,            0.005394,           0.0019443,           0.0019443,           0.0019443
                 160,            0.012479,           0.0081558,           0.0067428,             0.85642,             0.89288,             0.94409,             0.87536,             0.01337,           0.0047466,           0.0028882,           0.0019014,           0.0019014,           0.0019014
                 161,            0.013129,           0.0084461,           0.0072883,              0.9309,             0.81929,             0.93719,             0.87153,            0.013404,           0.0048708,           0.0041849,           0.0018594,           0.0018594,           0.0018594
                 162,            0.011501,           0.0076604,           0.0088396,             0.88605,              0.8424,              0.9365,             0.86693,            0.014074,           0.0049565,           0.0033021,           0.0018183,           0.0018183,           0.0018183
                 163,            0.012507,           0.0080076,           0.0066391,             0.89351,             0.81586,             0.93124,              0.8644,            0.013847,           0.0049463,           0.0026327,           0.0017781,           0.0017781,           0.0017781
                 164,            0.013156,            0.008244,           0.0055283,             0.85509,             0.85552,             0.93462,              0.8639,            0.013382,           0.0050189,           0.0038562,           0.0017389,           0.0017389,           0.0017389
                 165,            0.012832,           0.0084859,            0.008056,             0.91833,             0.85759,             0.94039,             0.87062,            0.013507,           0.0050828,           0.0024252,           0.0017005,           0.0017005,           0.0017005
                 166,            0.012077,           0.0077266,           0.0062553,             0.86376,             0.88153,             0.93562,               0.868,            0.013715,           0.0050736,           0.0022609,           0.0016631,           0.0016631,           0.0016631
                 167,            0.013431,           0.0082081,           0.0078691,              0.8196,             0.86113,             0.92903,             0.85578,            0.013117,           0.0050137,           0.0054613,           0.0016267,           0.0016267,           0.0016267
                 168,            0.012515,           0.0081356,           0.0091149,             0.75959,             0.90643,             0.92679,             0.85792,            0.013037,           0.0050881,           0.0089311,           0.0015912,           0.0015912,           0.0015912
                 169,            0.011674,            0.008322,           0.0076895,             0.89909,             0.87898,             0.94201,             0.87413,             0.01302,           0.0051115,           0.0022376,           0.0015566,           0.0015566,           0.0015566
                 170,            0.011892,           0.0084865,           0.0059446,             0.91788,             0.86054,             0.94239,             0.87406,            0.012862,           0.0050709,           0.0024122,           0.0015231,           0.0015231,           0.0015231
                 171,            0.014122,           0.0084786,           0.0056579,             0.88516,             0.87445,             0.93527,              0.8665,            0.012853,           0.0051133,           0.0028358,           0.0014905,           0.0014905,           0.0014905
                 172,            0.010504,           0.0075204,           0.0055097,             0.89918,             0.84103,             0.92839,             0.86232,            0.013259,           0.0052172,           0.0032126,           0.0014589,           0.0014589,           0.0014589
                 173,            0.013602,           0.0084803,           0.0073177,             0.91664,             0.85432,             0.93743,             0.86723,            0.013583,           0.0052413,           0.0024016,           0.0014283,           0.0014283,           0.0014283
                 174,            0.011686,           0.0079648,           0.0064085,             0.91843,             0.87088,             0.94352,             0.87337,            0.013337,           0.0051476,           0.0021463,           0.0013987,           0.0013987,           0.0013987
                 175,            0.013265,           0.0077801,           0.0069594,             0.86599,             0.90498,             0.94324,             0.87622,            0.013257,           0.0051405,            0.003242,           0.0013701,           0.0013701,           0.0013701
                 176,             0.01073,           0.0082071,           0.0063152,             0.86716,              0.8863,             0.93584,             0.87006,            0.013401,           0.0050915,            0.005549,           0.0013425,           0.0013425,           0.0013425
                 177,            0.011937,           0.0081241,           0.0064142,              0.8729,             0.87091,             0.93521,             0.87235,            0.013246,           0.0050345,           0.0028263,            0.001316,            0.001316,            0.001316
                 178,            0.011174,           0.0079768,           0.0060601,             0.91343,             0.82928,             0.93629,             0.87273,            0.013386,           0.0050015,           0.0021496,           0.0012905,           0.0012905,           0.0012905
                 179,             0.01151,           0.0083784,           0.0060059,             0.90498,             0.87621,             0.94221,             0.87979,            0.013246,           0.0049351,           0.0019147,            0.001266,            0.001266,            0.001266
                 180,              0.0119,           0.0083772,           0.0059387,             0.89702,             0.87198,             0.93863,              0.8768,            0.012961,           0.0048933,           0.0027427,           0.0012426,           0.0012426,           0.0012426
                 181,            0.012054,           0.0080041,           0.0059927,             0.90773,             0.85669,              0.9387,             0.87351,            0.013761,           0.0051026,           0.0033665,           0.0012202,           0.0012202,           0.0012202
                 182,            0.012283,           0.0084605,           0.0068792,             0.91579,             0.85789,             0.93909,              0.8781,            0.014014,            0.005131,           0.0028611,           0.0011989,           0.0011989,           0.0011989
                 183,            0.011659,           0.0080776,           0.0057438,             0.90227,              0.8707,             0.94431,             0.87724,            0.013466,           0.0049766,           0.0032557,           0.0011787,           0.0011787,           0.0011787
                 184,            0.012076,           0.0077091,           0.0070044,             0.91794,             0.86793,             0.94454,             0.87508,             0.01355,           0.0049367,           0.0022707,           0.0011595,           0.0011595,           0.0011595
                 185,             0.01268,           0.0083816,           0.0073451,             0.89883,             0.86377,             0.94288,             0.87176,            0.013773,           0.0050038,           0.0023139,           0.0011414,           0.0011414,           0.0011414
                 186,            0.011861,           0.0080841,           0.0048355,             0.92498,             0.85245,             0.94513,             0.87161,            0.014183,           0.0051481,           0.0042383,           0.0011243,           0.0011243,           0.0011243
                 187,            0.011071,            0.007745,            0.005387,             0.92477,             0.85148,             0.93932,              0.8734,            0.013777,           0.0050404,           0.0042853,           0.0011084,           0.0011084,           0.0011084
                 188,            0.011522,           0.0081093,           0.0058056,              0.9021,             0.84891,             0.94055,             0.87142,            0.013451,           0.0050206,           0.0029532,           0.0010935,           0.0010935,           0.0010935
                 189,             0.01238,           0.0079103,           0.0051809,             0.93357,             0.81178,             0.93769,             0.86742,            0.013333,           0.0050726,           0.0022603,           0.0010797,           0.0010797,           0.0010797
                 190,            0.011916,           0.0079174,           0.0061031,             0.91515,             0.82767,             0.93803,             0.87095,            0.013629,           0.0052052,           0.0035674,            0.001067,            0.001067,            0.001067
                 191,            0.012063,           0.0083518,           0.0064801,             0.83258,             0.89807,             0.93561,             0.87378,            0.013958,           0.0053488,           0.0059028,           0.0010554,           0.0010554,           0.0010554
                 192,            0.011542,           0.0082071,           0.0066195,             0.87319,             0.88476,              0.9343,             0.87212,            0.014254,            0.005343,           0.0028805,           0.0010449,           0.0010449,           0.0010449
                 193,            0.011477,           0.0080601,            0.006123,             0.91031,             0.87004,             0.93914,             0.87184,            0.014368,           0.0052025,           0.0032067,           0.0010355,           0.0010355,           0.0010355
                 194,            0.011935,           0.0082482,           0.0065059,             0.91236,             0.85246,              0.9448,             0.87354,            0.014073,           0.0050859,           0.0028367,           0.0010272,           0.0010272,           0.0010272
                 195,            0.012496,           0.0075239,           0.0077182,              0.9297,             0.83187,             0.93991,             0.87286,            0.013941,           0.0050938,           0.0027071,             0.00102,             0.00102,             0.00102
                 196,            0.011503,            0.008014,           0.0064849,             0.93641,             0.83831,             0.94305,             0.87486,            0.013476,           0.0050246,           0.0036402,           0.0010139,           0.0010139,           0.0010139
                 197,            0.011027,           0.0072336,           0.0047448,             0.86379,             0.88505,             0.94761,             0.88191,             0.01323,           0.0050194,           0.0040276,           0.0010089,           0.0010089,           0.0010089
                 198,            0.011285,            0.007552,           0.0051464,             0.87606,             0.88302,             0.94275,             0.87905,            0.013476,            0.005147,           0.0023214,            0.001005,            0.001005,            0.001005
                 199,            0.010793,           0.0077339,           0.0044135,             0.90257,             0.86425,             0.94691,             0.87879,            0.013495,           0.0052371,           0.0019226,           0.0010022,           0.0010022,           0.0010022
